REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2010,Midway Sunset,1004193,26251 Highway 33,35.19453,-119.542961,Fellows,KERN,CA,93224,Chevron Corporation (100%),587547,C
2010,Midway Sunset Production Facility,1002981,3252 Crocker Springs Road,35.225758,-119.626168,Fellows,KERN,CA,93224,Plains Exploration & Production Company (100%),299077,C
2010,Milagro Cogeneration and Gas Plant,1001286,188 CR 4900,36.7367,-107.9417,BLOOMFIELD,San Juan,NM,87413,Williams Partners L.P. (100%),549064,"C,D"
2010,Milam Recycling and Disposal Facility,1008269,601 Madison Road,38.65599,-90.1207,East Saint Louis,SAINT CLAIR,IL,62201,"Waste Management, Inc. (100%)",219974,"C,HH"
2010,Milford Power Company LLC,1007307,55 SHELLAND ST,41.2239,-73.1,MILFORD,New Haven,CT,6460,EquiPower Resources Corp.  (100%),1394164,"C,D"
2010,"Milford Power, LLC",1006775,108 NATIONAL ST,42.1292,-71.5122,MILFORD,Worcester,MA,1757,"IPR-GDF SUEZ Energy North America, Inc. (100%)",179097,"C,D"
2010,Mill Creek,1006510,14660 Dixie Highway,38.0531,-85.91,Louisville,JEFFERSON,KY,40272,LG&E and KU Energy LLC (100%),9852589,"C,D"
2010,Mill Creek Combustion Turbine Sta,1000163,317 ELM ROAD,35.1597,-81.4306,BLACKSBURG,Cherokee,SC,29702,Duke Energy Corporation (100%),60954,D
2010,Mill Creek Landill,1004645,7797 Confederate Park Rd,32.825398,-97.534378,Fort Worth,TARRANT COUNTY,TX,76108,"Republic Services, Inc. (100%)",6773,HH
2010,Millennium Power Partners,1001307,10 SHERWOOD LANE,42.1127,-72.0152,CHARLTON,Worcester,MA,1507,MACHGen LLC (100%),784922,"C,D"
2010,Milner Butte Landfill,1004840,1050 West 400 South,42.459845,-114.005063,Burley,CASSIA COUNTY,ID,83318,Southern Idaho Regional Solid Waste District (100%),26406,"C,HH"
2010,Milton L Kapp,1007301,2001 BEAVER CHANNEL PARKWAY,41.8081,-90.2345,CLINTON,Clinton,IA,52733,Alliant Energy Coporation (100%),919059,"C,D"
2010,Milton R Young,1000837,3401 24TH ST SW,47.0664,-101.2139,CENTER,Oliver,ND,58530,"Minnkota Power Cooperative, Inc. (100%)",5012841,"C,D"
2010,Minnesota River Station,1001166,1040 DAHLEN LANE,44.795,-93.5808,CHASKA,Carver,MN,55318,Avant Energy (100%),356,D
2010,Mint Farm Generation Station,1001435,1200 Prudential Blvd,46.1403,-122.9842,Longview,COWLITZ COUNTY,WA,98632,Puget Sound Energy (100%),558313,D
2010,Mira Loma Generating Station,1000516,13568 Hamner Ave,34.0054,-117.5604,Ontario,San Bernardino,CA,91761,Edison International (100%),3231,D
2010,Miramar Energy Facility,1000447,6897 CONSOLIDATED WAY,32.8769,-117.1664,SAN DIEGO,San Diego,CA,92121,Sempra Energy (100%),48865,D
2010,Mississippi Canyon 650 A,1002651,,28.341535,-88.265687,Offshore,SAINT TAMMANY,LA,0,Chevron Corporation (75%); Kerr-McGee Oil and Gas Corporation (25%),46436,C
2010,Missoula Landfill,1004013,3737 COAL MINE RD,46.9032,-114.0137,MISSOULA,MISSOULA,MT,59802,"Republic Services, Inc. (100%)",79378,HH
2010,Missouri Pass Landfill,1007886,2520 Adie Road,38.7042,-90.4155,Maryland Heights,SAINT LOUIS,MO,63043,"Republic Services, Inc. (100%)",10905,HH
2010,Mitchell (GA),1001510,5200 RADIUM SPRINGS ROAD,31.4444,-84.1322,ALBANY,Dougherty,GA,31705,Southern Company (100%),120069,"C,D"
2010,Mitchell (WV),1000976,WV STATE ROUTE 2,39.8297,-80.8153,CAPTINA,Marshall,WV,26041,American Electric Power (100%),9162606,"C,D"
2010,Mitchell Power Station,1007842,50 ELECTRIC WAY,40.2207,-79.9682,COURTNEY,Washington,PA,15067,"Allegheny Energy (50%); FirstEnergy Generation, LLC (50%)",976348,"C,D"
2010,Mitsubishi Cement Corp Cushenbury Cement Plant,1005662,5808 State Highway 18,34.437557,-116.891034,Lucerne Valley,SAN BERNARDINO,CA,92356,Mitsubishi Cement Corporation (100%),856764,"C,H"
2010,Mittal Steel USA - Indiana Harbor East,1000156,3210 WATLING ST,41.68,-87.4264,EAST CHICAGO,Lake,IN,46312,ArcelorMittal USA LLC (100%),7986838,"C,Q,S"
2010,Mizkan America Inc,1005644,1400 EAST WATERLOO ROAD,37.97155,-121.26909,STOCKTON,SAN JOAQUIN COUNTY,CA,95205,Conopco (100%),25468,C
2010,Mobile 916,1002344,,30.0937,-87.88322,Offshore,,AL,0,,25495,C
2010,Mobile Bay - Northwest Gulf Platform,1002507,,30.1889,-88.1207,Offshore,MOBILE,AL,0,Exxon Mobil Corporation (100%),28276,C (Abbr)
2010,Model Landfill,1003788,3299 Jackson Pike,39.894934,-83.026836,Columbus,FRANKLIN COUNTY,OH,43216,Solid Waste Authority of Central Ohio (100%),15675,HH
2010,Modelfill Landfill,1005898,3817 MABELVALE PIKE,34.71411,-92.33253,LITTLE ROCK,PULASKI COUNTY,AR,72209,"Republic Services, Inc. (100%)",88825,HH
2010,Modern Landfill,1004311,3521 CENTERVILLE AVE,38.48819,-90.02755,BELLEVILLE,ST. CLAIR COUNTY,IL,62223,"Republic Services, Inc. (100%)",2983,HH
2010,Mohawk Fine Papers - Beckett Mill,1007977,400 DAYTON STREET,39.4017,-84.556396,HAMILTON,BUTLER,OH,45011,Mohawk Fine Papers Inc. (100%),30982,C
2010,Mohawk Industries - S. HAMILTON ST. PLANT,1008021,2100 South Hamilton Street,34.73138,-84.96917,DALTON,WHITFIELD COUNTY,GA,30722,Mohawk Industries Inc (100%),48064,C
2010,Mohegan Tribe of Indians of Connecticut,1003597,13 Crow Hill Road,41.490761,-72.099052,Uncasville,NEW LONDON,CT,6382,Mohegan Tribe of Indians of Connecticut (100%),26606,C
2010,Momentive Performance Materials,1000093,260 HUDSON RIVER ROAD,42.8158,-73.6728,WATERFORD,Saratoga,NY,12188,Momentive Performance Materials Holdings LLC (100%),138589,C
2010,Monarch Hill,1007856,2700 Wiles RD,26.28884,-80.16458,POMPANO BEACH,BROWARD COUNTY,FL,33073,"Waste Management, Inc. (100%)",175503,"C,HH"
2010,Mondelez Global LLC,1002194,7300 SOUTH KEDZIE AVENUE,41.759433,-87.704752,CHICAGO,COOK,IL,60629,"Kraft Foods Global, Inc. (100%)",29961,C
2010,"Mondi Bags USA, LLC",1003633,1701 Jefferson Parkway,34.2656,-92.0261,Pine Bluff,JEFFERSON,AR,71612,Mid-America Packaging LLC (100%),191723,"AA,C"
2010,Monopod Platform,1006956,,60.89629614,-151.5810013,Anchorage,KENAI PENINSULA,AK,99503,Chevron Corporation (53.2%); Pacific Energy Alaska Operating LLC (46.8%),45797,C
2010,Monroe,1000676,3500 FRONT ST,41.8917,-83.3461,MONROE,Monroe,MI,48161,DTE Energy (100%),17855010,"C,D"
2010,"Monroe Energy, LLC, Trainer Refinery",1007466,4101 Post Road,39.8228,-75.4033,Trainer,Delaware,PA,19061,ConocoPhillips (100%),1494155,"C,Y"
2010,Mont Belvieu Complex,1006386,10207 FM 1942,29.857573,-94.912893,Mont Belvieu,HARRIS,TX,77580,"Enterprise Products Operating, LLC (75%)",899272,C
2010,Montclair State University,1002987,1 Normal Avenue,40.857902,-74.202003,Montclair,ESSEX COUNTY,NJ,7043,Montclair State University (100%),34424,C (Abbr)
2010,Montefiore Medical Center-111 East 210th Street,1009558,111 East 210th Street,40.87991,-73.88066,Bronx,BRONX COUNTY,NY,10467,Montefiore Medical Center (100%),51351,C
2010,Monterey Regional Waste Management District,1004550,14201 Del Monte Blvd,36.697498,-121.7935,Marina,MONTEREY,CA,93933,Monterey Regional Waste Management District  (100%),133140,"C,HH"
2010,Monticello,1001034,,33.0917,-95.0417,MOUNT PLEASANT,Titus,TX,75455,Luminant Generation Company LLC (100%),13878042,"C,D"
2010,"Montour, LLC",1000893,18 McMichael Road,41.0714,-76.6672,Danville,Montour,PA,17821,"PPL Generation, LLC (100%)",8213940,"C,D"
2010,Montpelier Electric Gen Station,1001374,8495 SOUTH 450 WEST,40.6206,-85.3057,PONETO,Wells,IN,46781,"DPL Energy, LLC (100%)",57035,D
2010,Montrose,1006897,400 SW HWY P,38.3108,-93.9331,CLINTON,Henry,MO,64735,Great Plains Energy Incorporated (100%),3326755,"C,D"
2010,Montville,1001469,74 LATHROP ROAD,41.4281,-72.1019,UNCASVILLE,New London,CT,6382,"NRG Energy, Inc (100%)",94390,"C,D"
2010,"Monument Chemical Kentucky, LLC",1004410,2450 OLIN ROAD,38.002597,-86.117905,BRANDENBURG,MEADE COUNTY,KY,40108,,51618,C
2010,Moore County Station,1000938,5M SW OF SUNRAY FM RD 119,35.9667,-101.865,SUNRAY,Moore,TX,79170,"Xcel Energy, Inc. (100%)",38821,D
2010,Mooreland,1000866,39870 South County Road 212,36.4375,-99.2208,MOORELAND,Woodward,OK,73852,Western Farmers Electric Cooperative (100%),294833,"C,D"
2010,"Moretown Landfill, Inc.",1004320,19 Kaiser Drive,44.3115,-72.70565,Waterbury,WASHINGTON,VT,5676,Interstate Waste Services (100%),31786,"C,HH"
2010,Morgan City Electrical Gen Facility,1005917,585 Myrtle Street,29.6916,-91.1887,MORGAN CITY,St. Mary,LA,70380,City of Morgan City (100%),25943,"C,D"
2010,Morgan Creek,1007784,3177 HWY 163 SOUTH,32.3358,-100.9158,COLORADO CITY,Mitchell,TX,79512,Luminant Generation Company LLC (100%),61918,C
2010,Morgan Energy Center,1006706,1410 RED HAT ROAD,34.6397,-87.0639,DECATUR,Morgan,AL,35601,Calpine Corporation (100%),1545497,D
2010,Morgantown,1000651,12620 CRAIN HIGHWAY,38.3592,-76.9767,NEWBURG,Charles,MD,20664,"GenOn Energy, Inc. (100%)",7287881,D
2010,Morgantown Energy Facility,1000253,555 BEECHURST AVE,39.6397,-79.9606,MORGANTOWN,Monongalia,WV,26505,"EIF Morgantown Holdings, LLC (50%); RCM Morgantown Power, LTD (35%); Calypso Energy Holdings LLC (15%)",575319,C
2010,"Morris Cogeneration, LLC",1007979,8805 N TABLER RD,41.4092,-88.3292,MORRIS,Grundy,IL,60450,CPI Power (US) GP (100%),312425,C
2010,Morris Community Landfill,1004541,1501 Ashley Rd,41.371232,-88.406767,Morris,GRUNDY,IL,60450,"City of Morris, Illinois (100%)",59633,HH
2010,Morristown Balefill Landfill,1007447,3849 Sublett Road,36.15494,-83.29983,Morristown,HAMBLEN COUNTY,TN,37816,Hamblen County Solid Waste System (100%),95295,HH
2010,"Morro Bay Power Plant, LLC",1001439,1290 EMBARCADERO,35.3747,-120.8578,MORRO BAY,San Luis Obispo,CA,93442,"Dynegy, Inc. (100%)",51831,"C,D"
2010,"Morton Salt, Inc.",1002327,1000 Morton Drive,38.040279,-97.952167,South Hutchinson,RENO,KS,67504,"Morton Salt, Inc. (100%)",53414,C
2010,Mosaic Bartow Facility,1009708,3200 Highway 60 West,27.905815,-81.916797,Bartow,POLK COUNTY,FL,33830,The Mosaic Company (100%),137054,"C,Z"
2010,Mosaic Carlsbad Facility,1009701,1361 Potash Mines Road,32.40613,-103.94702,Carlsbad,EDDY COUNTY,NM,88220,The Mosaic Company (100%),47302,C
2010,"Mosaic Fertilizer LLC, Plant City Facility",1004669,660 East County Line Road,28.168056,-82.141667,PLANT CITY,HILLSBOROUGH,FL,33565,"CF Industries Holdings, Inc. (100%)",164650,"C,Z"
2010,"Mosaic Fertilizer, LLC",1005817,13830 Circa Crossing Drive,27.85118,-82.2599,Lithia,HILLSBOROUGH COUNTY,FL,33547,The Mosaic Company (100%),6425,C
2010,Mosaic New Wales Facility,1009709,3095 Highway 640,27.834363,-82.049256,Mulberry,POLK,FL,33860,The Mosaic Company (100%),295040,"C,Z"
2010,Mosaic Riverview Facility,1009711,8813 US Highway 41 South,27.864068,-82.385139,Riverview,HILLSBOROUGH,FL,33578,,95663,"C,Z"
2010,Mosaic South Pierce Facility,1009710,7450 Highway 630,27.766621,-81.938622,Mulberry,POLK,FL,33860,,498,C
2010,Mosaic Uncle Sam Facility,1009794,7250 Highway 44,30.02,-90.77,Uncle Sam,SAINT JAMES,LA,70792,The Mosaic Company (100%),106516,"C,Z"
2010,Moselle Generating Plant,1000703,308 MOSELLE SEMINARY ROAD,31.5289,-89.2992,MOSELLE,Jones,MS,39459,South Mississippi Electric Power Association (100%),177307,D
2010,Moss Landing,1001440,7301 State Highway 1,36.8042,-121.7775,MOSS LANDING,Monterey,CA,95039,"Dynegy, Inc. (100%)",1436966,"C,D"
2010,"Mostoller Landfill, Inc.",1004164,7095 Glades Pike,39.98237,-78.98189,Somerset,SOMERSET COUNTY,PA,15501,"Mostoller Landfill, Inc. (100%)",73807,HH
2010,"Mounds Production Company, LLC",1006606,700 Industrial Park Road,37.10592,-89.20328,Mounds,PULASKI,IL,62964,Oil-Dri Corporation of America (100%),13580,C
2010,Mount Storm Power Station,1000977,436 Dominion Blvd,39.2014,-79.2667,MOUNT STORM,Grant,WV,26739,DOMINION RESOURCES INC (100%),10092103,"C,D"
2010,Mount Tom,1000659,200 NORTHAMPTON,42.2814,-72.6053,HOLYOKE,Hampden,MA,1040,GDF Suez Energy North America Inc. (100%),478703,"C,D"
2010,Mountain Creek Generating Station,1000926,2233A MT CREEK PKWY,32.7253,-96.9361,DALLAS,Dallas,TX,75211,Exelon Corporation (100%),447539,"C,D"
2010,Mountaineer (1301),1001052,1347 Graham Station Road,38.9794,-81.9344,NEW HAVEN,Mason,WV,25265,American Electric Power (100%),7237958,"C,D,PP"
2010,Mountainview Generating Station,1001451,2492 WEST SAN BERNARDINO AVE,34.0836,-117.2408,REDLANDS,San Bernardino,CA,92374,Edison International (100%),2354692,"C,D"
2010,Moxa North Compressor Station,1002095,,41.7689,-110.1393,Lincoln County,LINCOLN,WY,83124,Williams Partners L.P. (100%),34507,C (Abbr)
2010,Moxa South Compressor Station,1002093,,41.5999,-110.0954,Lincoln County,LINCOLN,WY,82934,Williams Partners L.P. (100%),34250,C (Abbr)
2010,Mt. Carmel Cogeneration,1001210,1226 Park Avenue,40.8092,-76.4539,MARION HEIGHTS,Northumberland,PA,17832,Mt Carmel Cogen Inc. (100%),505607,"C,D"
2010,Mt. Eaton Landfill,1010288,8544 Township Road 105,40.708897,-81.537701,Navarre,STARK COUNTY,OH,44662,,47492,HH
2010,Mud Lake Landfill,1007349,925 E Salmon Hwy.,43.787894,-112.411878,Terreton,JEFFERSON,ID,83450,JEFFERSON COUNTY (100%),5164,HH
2010,Mulberry Cogeneration Facility,1001275,3600 HIGHWAY 555,27.8489,-81.8775,BARTOW,Polk,FL,33830,Northern Star Generation Services LLC (100%),186175,"C,D"
2010,Muscatine,1001564,3205 CEDAR ST,41.3917,-91.0569,MUSCATINE,Muscatine,IA,52761,Muscatine Power and Water (100%),1793962,"C,D"
2010,Muskingum River,1000852,1501 Sparling Road,39.5908,-81.6797,Waterford,Morgan,OH,45786,American Electric Power (100%),6036366,"C,D"
2010,Muskogee,1000860,5501 THREE FORKS ROAD,35.7617,-95.2847,FORT GIBSON,Muskogee,OK,74434,OGE Energy Corporation (100%),8239293,"C,D"
2010,Mustang,1006566,501 MUSTANG PLANT RD,35.4711,-97.6733,OKLAHOMA CITY,Canadian,OK,73127,OGE Energy Corporation (100%),450733,"C,D"
2010,Mustang Station,1001305,1937 COUNTY ROAD 390,32.9728,-102.7417,DENVER CITY,Yoakum,TX,79323,Denver City Energy Associates (50%); GS Electric Generating Cooperative (50%),838738,D
2010,"Mustang Station Units 4, 5 & 6",1000470,1937 COUNTY ROAD 390,32.9748,-102.7432,DENVER CITY,Yoakum,TX,79323,Yoakum Electric Generating Cooperative (100%),47092,D
2010,Mystic,1000653,173 ALFORD ST,42.3917,-71.0667,CHARLESTOWN,Middlesex,MA,2129,"Constellation Mystic Power, LLC (100%)",3770855,"C,D"
2010,NABORS SANITATION LANDFILL,1006470,1320 RLH ROAD,36.338732,-92.375797,THREE BROTHERS,BAXTER COUNTY,AR,72653,Ozark Mountain Solid Waste District (100%),52209,"C,HH"
2010,NAN YA PLASTICS CORPORATION AMERICA SOUTH CAROLINA PLANT,1005930,140 BEULAH RD.,33.793857,-79.729856,LAKE CITY,WILLIAMSBURG COUNTY,SC,29560,Nan Ya Plastics Corporation of America (100%),154589,C
2010,NATIONAL BEEF PACKING CO L.L.C.,1000197,2000 EAST TRAIL STREET,37.748,-99.984806,DODGE CITY,FORD COUNTY,KS,67801,United States Premium Beef Ltd (69%),64794,C (Abbr)
2010,NATIONAL BEEF PACKING CO L.L.C.,1006690,1501 EAST 8TH STREET,37.052611,-100.8995,LIBERAL,SEWARD,KS,67901,United States Premium Beef Ltd (69%),62292,C (Abbr)
2010,NATIONAL CEMENT CO OF CALIFORNIA INC,1006642,,34.819863,-118.748732,Lebec,KERN,CA,93243,National Cement Company (100%),370255,"C,H"
2010,NATIONAL CEMENT COMPANY INC.,1007985,80 NATIONAL CEMENT DR.,33.733584,-86.155217,RAGLAND,SAINT CLAIR,AL,35131,National Cement Company (100%),434505,"C,H"
2010,NATIONAL GYPSUM,1006704,1818 RIVER ROAD,40.10465,-74.82958,BURLINGTON,BURLINGTON COUNTY,NJ,8016,"New NGC, Inc. (100%)",37753,C (Abbr)
2010,NATIONAL GYPSUM,1006248,2301 SOUTH NEWKIRK STREET,39.26378,-76.55527,BALTIMORE,BALTIMORE CITY,MD,21224,"New NGC, Inc. (100%)",64762,C (Abbr)
2010,NATIONAL GYPSUM WALLBOARD PLANT,1002717,9 MICHAEL J SUCCI DR,43.088056,-70.767222,PORTSMOUTH,ROCKINGHAM,NH,3801,"New NGC, Inc. (100%)",26075,C (Abbr)
2010,NATIONAL SERV-ALL LANDFILL,1007520,6231 MACBETH RD,41.031121,-85.216174,FORT WAYNE,ALLEN,IN,46809,"Republic Services, Inc. (100%)",177312,"C,HH"
2010,"NAVAJO REFINING COMPANY, LLC - Artesia Refinery",1007972,501 East Main Street,32.848593,-104.394383,ARTESIA,EDDY,NM,88210,HollyFrontier Corporation (100%),671851,"C,MM,P,Y"
2010,"NAVAJO REFINING COMPANY, LLC - LOVINGTON REFINERY",1007771,7406 S. Main,32.975336,-103.451177,LOVINGTON,LEA,NM,88260,HollyFrontier Corporation (100%),127121,"C,MM,Y"
2010,NAVAL AIR STATION PATUXENT RIVER,1006330,22445 PEARY RD BLDG 504,38.27069,-76.41944,PATUXENT RIVER,ST. MARY'S COUNTY,MD,20670,,26211,C
2010,NAVAL RESEARCH LABORATORY,1005679,4555 OVERLOOK AVE. SW,38.824587,-77.017398,WASHINGTON,DISTRICT OF COLUMBIA,DC,20375,U.S. GOVERNMENT ~ CHIEF OF NAVAL RESEARCH (100%),25581,C
2010,NAVISTAR INC,1006190,10400 WEST NORTH AVENUE,41.910912,-87.879942,MELROSE PARK,COOK COUNTY,IL,60160,"Navistar, Inc (100%)",27876,C
2010,NCEMC Anson Plant,1000459,600 BLEWETT FALLS ROAD,34.9708,-79.9208,LILESVILLE,Anson,NC,28091,North Carolina Electric Membership Corporation (100%),141234,"C,D"
2010,NCEMC Hamlet Plant,1000462,162 COOPERATIVE WAY,34.8422,-79.7367,HAMLET,Richmond,NC,28345,North Carolina Electric Membership Corporation (100%),112674,"C,D"
2010,NCIRSWA Sanitary Landfill,1010979,2240 S. 22nd St.,42.486185,-94.167733,Fort Dodge,WEBSTER,IA,50501,,51304,HH
2010,NCSU CENTRAL HEAT PLANT,1005699,2815 CATES AVENUE,35.78505,-78.667516,RALEIGH,WAKE,NC,27695,State of North Carolina (100%),71073,C
2010,"NE MS SW MGT AUTHORITY, NE MS REG LF",1005282,2941 COUNTY ROAD 302,34.933713,-88.901149,WALNUT,TIPPAH,MS,38683,Northeast Mississippi Solid Waste Management Authority (100%),73498,HH
2010,NEAL ROAD LANDFILL,1004052,1023 NEAL ROAD,39.6757,-121.7299,PARADISE,BUTTE,CA,95969,County of Butte (100%),8163,HH
2010,NEENAH FOUNDRY CO PLTS 2 & 3,1004885,2121 BROOKS AVENUE,44.16243,-88.47349,NEENAH,WINNEBAGO COUNTY,WI,54956,,54062,C
2010,NEENAH PAPER INC - WHITING MILL,1005293,3243 WHITING ROAD,44.48188,-89.56839,STEVENS POINT,PORTAGE COUNTY,WI,54481,"Neenah Paper, Inc. (100%)",42285,C
2010,NEENAH PAPER MICHIGAN INC,1005838,501 EAST MUNISING AVENUE,46.4087,-86.6455,MUNISING,ALGER COUNTY,MI,49862,"Neenah Paper, Inc. (100%)",125701,C
2010,NEMAK USA INC,1005559,1635 OLD COLUMBIA ROAD,36.04591,-87.34319,DICKSON,DICKSON COUNTY,TN,37055,"Nemak USA, Inc. (100%)",27506,C
2010,NESTLE PURINA PET CARE CO,1004687,22450 EAST ST HWY Y,36.96146,-89.867844,BLOOMFIELD,STODDARD,MO,63825,Nestle Purina PetCare Company (100%),50504,C (Abbr)
2010,NESTLE PURINA PET CARE CO - GOLDEN PRODUCTS DIVISI,1006741,931 DUNLUCE RD,37.717226,-77.115462,KING WILLIAM,KING WILLIAM,VA,23086,Nestle Purina PetCare Company (100%),41588,C (Abbr)
2010,NESTLE USA INC,1001562,61 JERSEYVILLE AVENUE,40.251278,-74.267417,FREEHOLD,MONMOUTH COUNTY,NJ,7728,"NESTLE USA, INC. (100%)",71703,C
2010,NEVADA CEMENT COMPANY,1004174,,39.62,-119.2628,FERNLEY,LYON,NV,89408,Eagle Materials Inc. (100%),420644,"C,H"
2010,NEW BATH LANDFILL,1003028,,42.316976,-77.382535,BATH,STEUBEN COUNTY,NY,14810,Steuben County (100%),20139,"C,HH"
2010,NEW BOSTON LANDFILL,1007670,1030 HIGHWAY 82 WEST,33.46362,-94.434452,NEW BOSTON,BOWIE,TX,75570,"Waste Management, Inc. (100%)",96110,"C,HH"
2010,"NEW GEORGIA LANDFILL, BIRMINGHAM",1006028,2500 47TH AVENUE NORTH,33.56848,-86.77453,BIRMINGHAM,JEFFERSON COUNTY,AL,35217,"City of Birmingham, AL (100%)",125845,HH
2010,NEW HANOVER COUNTY SECURE LANDFILL,1006119,5210 U S HIGHWAY 421 NORTH,34.32188,-77.99312,WILMINGTON,NEW HANOVER COUNTY,NC,28401,New Hanover County (100%),139000,HH
2010,NEW HANOVER COUNTY WASTEC,1000391,3002 HIGHWAY 421 NORTH,34.281966,-77.95905,WILMINGTON,NEW HANOVER,NC,28401,New Hanover County (100%),1398,C
2010,NEW HOPE POWER COMPANY,1006560,8001 HIGHWAY 27 SOUTH,26.577845,-80.751408,SOUTH BAY,PALM BEACH,FL,33493,Florida Crystals Corporation (100%),35317,C
2010,NEW MEXICO STATE UNIVERSITY CAMPUS,1005544,1620 Standley Drive ARC-C-Room 109,32.285915,-106.725929,LAS CRUCES,DONA ANA,NM,88003,New Mexico State University (100%),35568,C
2010,NEW NGC INC (DBA NATIONAL GYPSUM CO),1002888,1725 DRYWALL DR,35.3245,-80.9996,MOUNT HOLLY,GASTON,NC,28120,"New NGC, Inc. (100%)",51320,C (Abbr)
2010,NEW NGC INC D/B/A NATIONAL GYPSUM CO,1006231,1584 SOUTH 22ND STREET,42.486633,-94.167739,FORT DODGE,WEBSTER COUNTY,IA,50501,"New NGC, Inc. (100%)",38637,C (Abbr)
2010,NEW NGC INC D/B/A NATIONAL GYPSUM CO,1002706,1218 SOUTHWEST MILL ROAD,37.281481,-98.591324,MEDICINE LODGE,BARBER,KS,67104,"New NGC, Inc. (100%)",27480,C (Abbr)
2010,NEW NGC INC. DBA NATIONAL GYPSUM CO.,1002741,9720 US HIGHWAY 50,38.659038,-86.764844,SHOALS,MARTIN COUNTY,IN,47581,"New NGC, Inc. (100%)",27436,C (Abbr)
2010,"NEW NGC, INC",1003042,12949 US HIGHWAY 41 SOUTH,27.80026,-82.37333,GIBSONTON,HILLSBOROUGH COUNTY,FL,33534,"New NGC, Inc. (100%)",43763,C (Abbr)
2010,NEW PARIS PIKE LDFL,1005840,5242 NEW PARIS PIKE,39.8557,-84.8317,RICHMOND,WAYNE,IN,47374,Richmond Sanitary District (100%),28815,"C,HH"
2010,NEW RIVER RESOURCE AUTHORITY SOLID WASTE MANAGEMENT FACILITY,1007662,7100 CLOYD\S MOUNTAIN ROAD,37.19319,-80.66975,DUBLIN,PULASKI COUNTY,VA,24084,New River Resource Authority  (100%),25399,"C,HH"
2010,NEW RIVER SOLID WASTE ASSOCIATION,1005630,24276 NE 157th Street,30.0911,-82.236598,RAIFORD,UNION,FL,32083,NEW RIVER SOLID WASTE ASSOCIATION (100%),47798,HH
2010,NEW YORK UNIVERSITY CENTRAL PLANT,1004629,251 MERCER STREET,40.728403,-73.995407,NEW YORK,NEW YORK,NY,10012,,48488,C (Abbr)
2010,NEWARK AMERICA,1005970,100 NEWARK WAY,42.560572,-71.849629,FITCHBURG,WORCESTER,MA,1420,The Newark Group (100%),39830,C
2010,NEWBY ISLAND LANDFILL,1006179,1601 DIXON LANDING ROAD,37.45973,-121.94164,MILPITAS,SANTA CLARA,CA,95035,"Republic Services, Inc. (100%)",92790,HH
2010,NEWCASTLE LANDFILL,1004028,1741 N PORTLAND AVE,35.2646,-97.5864,NEWCASTLE,MCCLAIN,OK,73065,"Republic Services, Inc. (100%)",41463,HH
2010,NEWLAND PARK LANDFILL,1007029,6948 BRICK KILN ROAD,38.3889,-75.64026,SALISBURY,WICOMICO COUNTY,MD,21801,"Wicomico County, Maryland (100%)",36381,HH
2010,NEWMAN & CO,1005979,6101 TACONY STREET,40.01463,-75.05434,PHILADELPHIA,PHILADELPHIA COUNTY,PA,19135,Newman & Company (100%),29530,C
2010,NEWMONT MINING CORP CARLIN SOUTH AREA,1007540,6 MILES N. OF CARLIN,40.78389,-116.21167,CARLIN,EUREKA,NV,89822,Newmont USA Limited (100%),81507,C (Abbr)
2010,NEWPORT NEWS CITY - LANDFILL NO 2,1005783,15110 WARWICK BOULEVARD,37.141516,-76.547254,NEWPORT NEWS,NEWPORT NEWS CITY,VA,23602,City of Newport News (100%),5244,HH
2010,NEWSVT LANDFILL,1005261,21 Landfill Lane,44.90871,-72.22104,Coventry,ORLEANS COUNTY,VT,5855,"Casella Waste Systems, Inc. (100%)",82612,"C,HH"
2010,NEWTON COUNTY LANDFILL,1003691,2266 E 500 SOUTH ROAD,40.926075,-87.347702,BROOK,NEWTON,IN,47922,"Republic Services, Inc. (100%)",309201,"C,HH"
2010,NEWTON COUNTY LANDFILL,1006279,205 LOWER RIVER RD,33.550116,-83.89559,COVINGTON,NEWTON COUNTY,GA,30016,Newton County Board of Commissioners (100%),48857,HH
2010,"NEWTON FALLS PAPER COMPANY, LLC",1005456,875 CO RTE 60,44.214118,-74.94191,NEWTON FALLS,SAINT LAWRENCE,NY,13666,,26135,C
2010,NEXTEER AUTOMOTIVE CORP,1005754,3900 HOLLAND RD.,43.41465,-83.88064,SAGINAW,SAGINAW COUNTY,MI,48601,PCM (US) Steering Holding Inc. (100%),85774,C (Abbr)
2010,NFGSC ELLISBURG STATION,1001829,188 Rose Lake Road,41.89897,-77.91413,Genessee,POTTER COUNTY,PA,16923,National Fuel Gas Company (100%),26436,C
2010,NGC INDUSTRIES INC,1002887,2586 OLD ROUTE 15,41.057024,-76.867564,NEW COLUMBIA,UNION COUNTY,PA,17856,"NGC Industries, Inc. (100%)",31489,C (Abbr)
2010,NGC INDUSTRIES INC,1002807,168 SHIPPINGPORT HILL ROAD,40.62898,-80.4198,SHIPPINGPORT,BEAVER,PA,15077,"New NGC, Inc. (100%)",42266,C (Abbr)
