Company,Total GHG,Matched
"Tin, inc., dba temple inland",227503.0,None
Temple-inland,661469.0,None
"Ppl ironwood holdings, llc",1501193.0,None
Energetix llc,73060.0,None
Wppi energy,13546.0,None
Burlington electric department,5840.5,None
Cps energy,14114189.0,None
J. r. simplot company,37679.0,None
J.r. simplot company,88642.0,None
City of lubbock texas,136933.0,None
Lincoln electric system,64886.0,None
Grand haven board of light & power,604399.0,None
"Omni waste of osceola county, llc",270614.0,None
J.g. boswell company,42281.0,None
J.m. huber corporation,41198.0,None
"Thermo cogeneration partnership, l.p.",442811.0,None
"Energy transfer partners, lp",35179.0,Energy transfer partners l p
"Jackson county, michigan",23328.0,None
"Southern union gas services, ltd.",257998.0,None
City of janesville,53776.0,None
Jbs usa llc,166737.0,None
Jbs usa,675912.02,None
Cargill inc,29263.0,None
Jefferson davis landfill commission,9433.0,None
Jefferson parish government,55927.0,None
"Cm holdings, inc.",34725.0,None
Yukon-nevada gold corp.,106620.0,None
Fortune brands inc.,36896.0,None
Fortune brands corp.,27159.0,None
Deere & company,135294.0,Deere & co
The johns hopkins university,24960.0,None
Berkshire hathaway,135460.0,None
Johnston county department of public utilities,99062.0,None
J.r. simplo company,97640.0,None
"Wellspring capital management, llc",52876.0,None
Jx nippon oil and energy,45590.0,None
"Brazos electric power cooperative, inc.",2081342.0,None
Alphagen power llc,285218.0,None
"City utilities of springfield, missouri",2883969.0,None
James valley ethanol,89314.0,None
"Wtg jameson, l.p.",65383.0,None
Samson resources,85376.0,None
"Jefferson county, al",191878.0,None
"Ri-corp. development, inc",798940.0,None
Smithfield foods,502.0,Smithfield foods
Joy global inc.,54733.0,None
"Kaapa ethanol, llc",60616.0,None
"Abengoa bioenergy us holding, inc.",129535.0,None
"Kaiser aluminum fabricated products, llc.",39720.0,None
Kalaeloa partners l.p.,953479.0,None
Kamin holdco llc,108883.0,None
"Kansas ethanol, l.l.c.",57612.0,None
Kansas state university,41466.0,None
Kauai island utility cooperative,126826.0,None
J.m. huber,89337.0,None
Kellogg company,128889.0,Kellogg co
Kent county department of public works,152943.0,None
State of ohio,211129.0,None
Northeast solite corporation,59780.0,None
"Alpha natural resources, inc.",32155.0,None
Kern front ltd.,27544.0,None
Kern oil & refining company,155640.0,None
City of kerrville,8440.0,None
Keymark corporation,29225.0,None
Mechel bluestone inc.,36952.0,None
"Keystone sanitary landfill, inc.",145082.0,None
Keystone consolidated industries inc,158858.0,None
County of sacramento,202632.0,None
Kimberly-clark corporation - world headquarters,134218.0,None
Kimberly-clark corporation,1171078.0,None
"Kimberly-clark corporation, owensboro operations",89329.0,None
King county,157423.0,None
"King george county, virginia",298974.0,None
City of kingman ks,3620.0,None
New jersey meadowlands commission,98145.0,None
"Transtech industries, inc.",24960.0,None
"Kmg chemicals, inc.",1430.0,None
Knauf insulation gmbh,126110.0,None
Deschutes county,89525.0,None
"Koch industries,inc.",505364.0,None
Buzzi unicem usa,232274.0,None
Kraft foods global inc.,36608.0,None
"Kraft foods global,inc",34393.0,None
"Hj heinz co, lp",45255.0,None
Kraton polymers u.s. llc,306361.0,None
Kamin holdo llc,27548.0,None
Michigan public power agency,14023.0,None
Kapstone paper,707533.0,None
Kapstone paper and packaging corporation,318168.0,None
Unified government of wyandotte county/kansas city kansas,3047358.0,None
County of kauai,71052.0,None
Crosstex north texas gathering lp,96809.0,None
Rio tinto america holdings inc.,1210848.0,None
"Alj regional holdings, inc.",23588.0,None
Kimble sanitayr landfill,656660.0,None
"Pe - kingsburg, llc",57449.7,None
"Kingsburg energy, llc",580.3000000000001,None
Iberdrola renewables,1168311.0,None
Iberdrola renewables llc,3170.0,None
Knox county landfill,81133.0,None
Kohler co.,93604.0,None
Koppers inc.,58207.0,None
Los angeles county,193410.0,None
L.p. gill incorporated,90870.0,None
"La crosse county, wisconsin",33429.0,None
La paz county,39484.0,None
Lasalle parish police jury,144008.0,None
"Alcoa, inc",258465.0,None
"Lake county, montana",9653.0,None
Lake county dept of utilityes,83420.0,None
Society of the divine word and the missionary sister servants of the holy spirit,19539.0,None
"Eif mojave holdings, llc",198167.0,None
"Conagrafoods, inc.",29135.0,None
"Lamb-weston/midwest, inc",16564.5,None
Rdo frozen company,16564.5,None
Chester county solid waste authority,80445.0,None
Land and lakes company,224651.0,None
"Land o'lakes, inc.",33513.0,None
"Landfill 33, ltd",59633.0,None
Landfill of north iowa,70975.0,None
Lanxess corporation,150252.0,None
"Larimer county, a political subdivision of the state of colorado",33239.5,None
Lawrence county solid waste,18298.0,None
"City of lawton, oklahoma",124999.0,None
Lyondell chemical company,73913.0,None
Lcy elastomers lp,35375.0,None
City of lebanon,38878.0,None
Lee county board of county commissioners,88007.0,None
City of lee's summit,42709.0,None
Lehigh white cement company llc,99300.0,None
"Lehigh hanson, inc.",1620774.0,None
Lehigh cement company llc,320083.0,None
Lehigh white cement company,62967.66,None
Lehigh hanson,1272110.0,None
"Whemco, inc.",25503.0,None
Lexington fayette urban county government,102561.0,None
Chemical lime company of arizona d/b/a lhoist north america,1535603.0,None
"Chemical lime company of missouri, inc. d/b/a lhoist north america",968702.0,None
"Chemical lime, ltd. d/b/a lhoist north america",955485.0,None
"Chemical lime company of alabama, llc d/b/a lhoist north america",1713062.0,None
"Chemical lime company of virginia, d/b/a lhoist north america",593183.0,None
Libbey inc,90905.0,None
Eli lilly & company,24387.0,Lilly eli & co
Lincoln county,41580.0,None
"Lincoln electric holdings, inc.",28977.0,None
"Lincoln paper and tissue, llc",52499.0,None
"Lincolnland agri-energy, llc",70308.0,None
"Lincolnway energy, llc",168067.0,None
"Linde gas north america, llc",1146886.0,None
Linde gas north america llc,1370763.0,None
"Linde north america, inc",564507.0,None
City of linden,28047.0,None
Mccarthy bush corporation,305654.0,None
Lion oil company,402779.0,None
City of little rock,52464.0,None
"Little sioux corn processors, lllp",158176.0,None
Live oak ltd.,186615.0,None
Lockheed martin corporation,76558.0,Lockheed martin corp
Arco aluminun,100851.6,None
Novelis corporation,67234.40000000001,None
Plains lpg services,64424.0,None
"Buzzi unicem usa, inc",289197.0,None
Buzzi unicem usa inc,1742096.0,None
"Anheuser-busch, inbev",65315.0,None
"Longview fibre paper and packaging, inc.",166387.0,None
City of la,8281.0,None
Department of energy,60357.0,None
"Loudoun county department of general services, division of waste management",12256.0,None
Louis dreyfus agricultural industries llc,67301.0,None
Louis dreyfus commodities,163544.0,None
"Kronos louisiana, inc.",142380.0,None
Tioxide americas llc,142380.0,None
State of louisiana - division of administration,102290.0,None
Loyola university health system,36886.0,None
The lubrizol corporation,165372.0,None
"Lucite international, inc.",51406.0,None
Lucite international,62204.0,None
"Lufkin industries, inc.",35200.0,None
"Nextera energy resources, llc",1226357.0,None
"Terra-gen power, llc",47636.0,None
Lyon county,21845.0,None
La paloma generating company llc,2041937.0,None
Lyondell basell,3494.35,None
"Linde gas north america, llc",616.65,None
City of lacy lakeview,103461.0,None
"Atlantic power holdings, inc",274927.0,None
North american energy alliance,363180.1,None
Osaka gas energy america corporation,28380.4,None
Lamar light and power,211416.0,None
"Kinder morgan operating partnership ""a""",40648.0,None
Lancaster county solid waste management authority,155663.0,None
County of san bernardino solid waste management division,131101.0,None
Heartland consumers power district,403617.72,None
Leflore county municipal solid waste landfill,54763.0,None
Lehigh cement llc new york and delaware,324443.0,None
Spectra energy,31499.5,None
Williams co.,13942.5,None
Manatee county government,132918.0,None
Lenoir county landfill,44905.0,None
Lenzing fibers inc,41384.0,None
"Leon county, fl",103701.0,None
Leprino foods,47522.0,None
Leprino foods inc,39559.0,None
"Lewis & clark county, montana",19160.0,None
Libbey inc.,72474.0,None
Liberty electric power,1222584.0,None
The morning star company,208667.0,None
Lima refining company,1359076.0,None
Hovensa llc,5250184.0,None
Little rapids corporation,29899.0,None
Livingston county michigan,21252.0,None
Spotsylvania county,66789.0,None
"Lockport energy associates, lp.",31102.0,None
"Iowa waste systems, inc.",57027.0,None
Logansport municipal utilities,171167.0,None
Loma linda university,54923.0,None
"City of fremont, ne",554921.0,None
Arizona state land department,91325.0,None
Rc lonestar,317979.0,None
Prospect capital corporation,61046.0,Prospect capital corp
"City of los angeles, department of airports",47442.0,None
Los gatos tomato products,50698.0,None
Gentex power corporation,1189089.0,None
"Bershire hathaway, inc.",4313822.48,None
Alliant energy,196082.84,None
Old dominion electric cooperative,593885.0,None
Minnesota pollution control agency,11799.0,None
"Lowell cogeneration company, l.p.",997.0,None
County of lycoming,83004.0,None
M&g finanziaria industriale spa,44009.0,None
Macpherson oil company,206409.0,None
The madison county department of solid waste and sanitation,28528.0,None
Lwb holding company,389177.0,None
Forest preserve district of dupage county,28784.0,None
Mallinckrodt inc,47716.0,None
Town of manchester,31408.0,None
Marathon county,25327.0,None
"Marcal paper mills holding company, llc",58077.0,None
Marion county board of county commissioners,57540.0,None
Marquette county solid waste management authority,76.0,None
"Marquis energy, llc",205020.0,None
Marshall municipal utilities,35882.0,None
Martin county board of county commissioners,13027.0,None
Martin marietta materials,102351.0,Martin marietta materials
"Martin marietta materials, inc.",1101476.0,None
Biogas energy solutions,5991.0,None
"Marysville ethanol, llc",82400.0,None
Mason county fiscal court,12203.0,None
Massachusetts port authority,29121.0,None
Equipower resources corp.,1646732.0,None
"Maui electric company, ltd.",797041.0,None
Mayo clinic,83078.0,None
"Dcp midstream, l.p.",45372.0,None
"Mccain foods usa, inc.",78588.0,None
"Mccain foods usa, inc",90562.0,None
Conoco phillips company,75561.6,None
"Oneok partners, lp",18890.4,Oneok partners l p
City of tampa,114991.0,None
"Rustick, llc",29294.0,None
North texas municipal water district,186535.0,None
Mckittrick ltd,179042.0,None
Mcleod health,9795.0,None
Mcminn county government,33322.0,None
"Mead johnson & company, llc.",15052.0,None
Mayflower energy holdings llc,229856.0,None
Medical center company,135309.0,None
"Rumpke of indiana, llc",131393.0,None
Buckeye technologies inc.,34261.0,None
City of newport news,23612.0,None
"Kinder morgan operating limited partnership ""a""",57061.5,None
Mercer lime & stone,207998.0,None
Brunswick corporation,28253.0,None
Mesa county government,72319.0,None
Metro waste authority,65733.0,None
Metropolitan airports commission,25027.0,None
"Alliance coal, llc",63132.0,None
Mexichem fluor inc.,38657.0,None
Mgm resorts international,129747.0,M g m resorts international
"Michelin north america, inc.",32568.0,None
Michigan state government,565918.0,None
Michigan sugar company,408225.0,None
"Micron technology, inc.",33715.0,None
"Standard ethanol, llc",46480.0,None
"Mid-missouri energy, llc",80411.0,None
Gloucester county,156322.0,None
Tennessee board of regents,32363.0,None
Aera energy llc,566135.5,None
San joaquin energy company,566135.5,None
Millercoors,38071.0,None
Milliken & co.,121983.0,None
Milliken & company,27627.0,None
"Thermagen power group, llc",156646.0,None
Minn-dak farmers cooperative,312547.0,None
Minnesota soybean processors,48570.0,None
Atp oil & gas corporation,58664.0,None
Mississippi county,64176.0,None
Drummond dolomite,191357.5,None
Grand river asphalt,191357.5,None
Mississippi lime company,2821030.0,None
Phosphate holdings inc,78627.0,None
Massachusettes institute of technology,154242.0,None
"Sandridge energy, inc",60449.0,None
Mitsubishi polycrystalline silicon america corporation,34855.0,None
"Mitsubishi polyester film, inc",39506.0,None
Missouri joint municipal electric utility commission,54641.0,None
Milwaukee metropolitan sewerage district,77958.0,None
The newark group,106601.0,None
"City of superior, wisconsin",52940.0,None
"Modern landfill, inc.",90509.0,None
Malt-o-meal company,36528.0,None
The monarch cement company,726689.0,None
Monmouth county board of chosen freeholders,116816.0,None
Monroe county solid waste management district,37046.0,None
Monsanto company,283320.0,None
Montana waste systems,74265.0,None
"City of montgomery, montgomery alabama",155646.0,None
Montmorency-oscoda-alpena waste managemen authority,57123.0,None
County of montrose,61353.0,None
"Morgan foods, inc.",24126.0,None
Morrison county,32323.0,None
"Morton salt, inc.",318926.0,None
Morton salt inc,99975.0,None
Motiva enterprises llc,5954161.0,None
Androscoggin valley regional refuse district,105846.0,None
The mount sinai medical center,59369.0,None
"Mount vernon mills, inc.",175140.0,None
"Rg steel - wheeling, llc",416527.0,None
"Mpc generating, llc",14853.0,None
"Xto energy, inc.",727272.0,None
Desoto parish police jury,34651.0,None
Town of munster,45491.0,None
"Murray county, ga",62555.0,None
Muskegon county department of public works,25931.0,None
Motorsport aftermarket group inc.,99.0,None
Mw/mb llc,29461.0,None
"Madill gas processing company, l.l.c.",19.5,None
"City of burbank, california",640293.0,None
Kings river conservation district,18430.0,None
Power llc,305985.0,None
Manitowoc public utilities,357980.0,None
Nextera energy resources,1734470.0,None
Southern illinois power coperative,2211243.0,None
"Marquis energy - wisconsin, llc",95849.0,None
Mars inc.,37365.0,None
Ppl generation. llc,592684.0,None
City of martinsville,33167.0,None
Power city partners lp,3099.0,None
Loudon county solid waste disposal commission,85306.0,None
"Department of sanitation services, city of dallas, texas",475340.0,None
Mcpherson board of public utilities,2710.0,None
"Mcwane, inc.",58268.0,None
"Mcwane, incorporated",48460.0,None
Mcwane inc.,52168.0,None
Mecklenburg county,30376.0,None
"Memphis light, gas and water",170.0,None
Wisconsin dept. of administration,380725.0,None
Merck & co. inc,227261.0,None
Municipality of anchorage - soild waste services,139853.0,None
Northeast utilities,3322101.0,Northeast utilities
Sempra generation,3031064.0,None
Polyone corporation,67396.0,None
"Michelin north america, inc",44159.0,None
Michelin north america,29921.0,None
Optima,28375.0,None
"Mid-america packaging, llc",372.0,None
Montgomery regional solid waste authority,13514.0,None
"Perennial power holdings, inc.",90690.0,None
Town of middleborough,20936.0,None
Middlesex utilities authority,364350.0,None
Midland cogeneration venture,2082170.0,None
"Gdf suez energy north america, inc.",2804869.0,None
"Seminole electric cooperative, inc.",9797920.0,None
Machgen llc,784922.0,None
Southern idaho regional solid waste district,26406.0,None
Alliant energy coporation,919059.0,None
"Minnkota power cooperative, inc.",5012841.0,None
Sempra energy,1377740.0,Sempra energy
Kerr-mcgee oil and gas corporation,11609.0,None
Mitsubishi cement corporation,856764.0,None
Conopco,25468.0,None
Mohawk fine papers inc.,30982.0,None
Mohawk industries inc,48064.0,None
Mohegan tribe of indians of connecticut,26606.0,None
"Kraft foods global, inc.",29961.0,None
Mid-america packaging llc,191723.0,None
Montclair state university,34424.0,None
Montefiore medical center,51351.0,None
Monterey regional waste management district,133140.0,None
"Dpl energy, llc",101065.0,None
Great plains energy incorporated,3421423.0,None
Interstate waste services,45526.0,None
City of morgan city,25943.0,None
"Genon energy, inc.",8311871.0,None
"Eif morgantown holdings, llc",287659.5,None
"Rcm morgantown power, ltd",201361.65,None
"City of morris, illinois",59633.0,None
Hamblen county solid waste system,95295.0,None
South mississippi electric power association,2653187.0,None
"Mostoller landfill, inc.",73807.0,None
Oil-dri corporation of america,14192.0,None
Gdf suez energy north america inc.,478703.0,None
Mt carmel cogen inc.,505607.0,None
Jefferson county,5164.0,None
Muscatine power and water,1793962.0,None
Denver city energy associates,419369.0,None
Gs electric generating cooperative,419369.0,None
Yoakum electric generating cooperative,47092.0,None
Ozark mountain solid waste district,52209.0,None
Nan ya plastics corporation of america,154589.0,None
United states premium beef ltd,87689.34,None
National cement company,804760.0,None
"New ngc, inc.",387150.0,None
U.s. government ~ chief of naval research,25581.0,None
"Navistar, inc",27876.0,None
North carolina electric membership corporation,253908.0,None
State of north carolina,71073.0,None
Northeast mississippi solid waste management authority,73498.0,None
County of butte,8163.0,None
"Neenah paper, inc.",167986.0,None
"Nemak usa, inc.",27506.0,None
Nestle purina petcare company,92092.0,None
"Nestle usa, inc.",71703.0,None
Steuben county,20139.0,None
New hanover county,140398.0,None
Florida crystals corporation,35317.0,None
New mexico state university,35568.0,None
Richmond sanitary district,28815.0,None
New river resource authority,25399.0,None
New river solid waste association,47798.0,None
"Wicomico county, maryland",36381.0,None
Newman & company,29530.0,None
Newmont usa limited,81507.0,None
Newton county board of commissioners,48857.0,None
Steering holding inc.,85774.0,None
National fuel gas company,236699.0,None
"Ngc industries, inc.",72630.0,None
Pipeco,289505.0,None
Pipeco llc,563876.0,None
Quanex building products,71724.0,None
"Alaska electric and energy cooperative, inc.",181393.0,None
"Nissan north america, inc.",33957.0,None
"Nissan north america, inc",68306.0,None
Nlmk indiana,109533.0,None
Duferco us investment corp.,149407.0,None
Northeast nebraska solid coalition,47291.0,None
Rumpke consolidated companies inc.,146768.0,None
Nonpareil corporation,34252.0,None
Norfolk southern corporation,53297.0,Norfolk southern corp
Compass minerals,51914.0,None
Salt river pima-maricopa indian community,12645.0,None
Miami-dade county department of solid waste management,762062.0,None
State of north dakota,79521.0,None
City of san diego,213438.0,None
North star bluescope llc,279465.0,None
City of northampton massachusetts,34174.0,None
Northeast arkansas regional solid waste management district,77565.0,None
Poet llc,16394.18,None
"City of spokane, washington",9895.0,None
Northwestern university,102220.0,None
Novartis pharmaceuticals corporation,29552.0,None
Novelis incorporation,48858.0,None
Novelis inc.,34160.0,None
Novelis corporation,152366.0,None
Northern california power agency,5558.0,None
Nrg energy inc,131453.0,None
Energy systems co.,57741.0,None
Nucor corporation,3252876.71,None
Nucor steel corporation,353869.0,None
Nucor corporation,92282.0,None
Yamato holding corporation,104180.25,None
Central farmers cooperative,84273.93000000001,None
Rex american resources,79316.64,None
Nyc- dept. of correction,52956.0,None
"Synagro - central, llc",9886.2,None
"Synagro - south, llc",6590.8,None
New york state government,72966.0,None
Collier county,63310.0,None
Gdf suez energy north america inc.,258724.0,None
"National beef packing company, llc",26610.21,None
"Eurofresh, inc.",80117.0,None
Arizona public service co.,2279208.54,None
Naval submarine base new london,34062.0,None
Utah associated municipal power systems,179959.0,None
"Zeeland farm services, inc.",35547.59,None
Nelson county fiscal court,59450.0,None
Nelson industrial steam company,1287335.0,None
J.l. french corporation gateway,33089.0,None
Nestle usa inc.,39161.0,None
Howard county,26501.0,None
Machgen llc,648241.0,None
New york and presbyterian hospitals inc.,193548.0,None
Newark bay cogeneration partnership lp,171385.0,None
Usrg,82073.0,None
"Nicor, inc",25551.0,None
New energy corp.,261556.0,None
Noranda aluminum holding corporation,661651.0,None
"Motiva enterprises, llc",3872626.0,None
Nan,3872626.0,Astoria financial corp
North american stainless,268024.0,None
"Fpl energy operation services, inc",224500.0,None
"Suez energy generation na, inc",224500.0,None
"Idacorp, inc",1387034.5,None
Nv energy,1387034.5,Nv energy
Northeast missouri grain llc dba poet biorefining-macon,83630.0,None
Chesterfield county,13726.0,None
Northern border pipeline company,1131954.0,None
"National grid generation, llc",2777716.0,None
Northwest iowa area solid waste agency,52231.0,None
Gerdau ameristeel,94283.5,None
Chicago department of aviation,52222.0,None
Clf pinnoak llc,51319.0,None
Questar corporation,101376.0,None
Occidental petroleum corporations,1450827.0,None
Ocean county landfill corporation,117558.0,None
Chevron pipeline company,46909.5,None
"Oneok partnership, l.p.",26161.0,None
Ohio county fiscal court,57833.0,None
Ohio valley aluminum llc,29457.0,None
Enpower corp,161551.0,None
Oklahoma state university,36576.0,None
Oldcastle lawn and garden,5502.0,None
Olin corporation,27173.0,None
Olmsted county,60354.0,None
O.l.s. acquisition corporation,109036.0,None
Omega jv2,1367.0,None
"One earth energy, llc",161212.0,None
Onslow county,112030.0,None
Orange county utilities - solid waste division,345814.0,None
Landfill management co.,34930.0,None
Ormet primary aluminum corporation,648435.0,None
City of orrville,485934.0,None
Seminole county board of county commissioners,104136.0,None
Osram sylvania inc,37810.0,None
"Osram sylvania, inc.",41473.0,None
Ottumwa/wapello county solid waste commission,38545.0,None
"Outagamie county, wisconsin",32676.0,None
"Owens-illinois, inc.",1038300.0,None
"Owens corning, inc.",48162.0,None
Owens corning,242684.0,None
"Owens-illinois, inc",135776.0,None
"Owensboro grain company, llc",82323.0,None
"Oxbow carbon & minerals holdings, inc.",726048.0,None
"Oxbow carbon and minerals holdings, inc.",249908.0,None
Oxea corp,343765.0,None
Occidental petroleum  corporation,41287.0,Occidental petroleum corp
"Johnson and lindley, inc",8191.799999999999,None
Transcanada pipeline usa ltd.,668788.0,None
Powersmith cogeneration,188192.0,None
Oklahoma environmental management authority,52742.0,None
"Olam west coast, inc.",29557.0,None
"Arrowhead pipeline, l.p.",58916.0,None
"Optim energy, llc",4337823.0,None
Norther star generation llc,148381.0,None
Orange county,79609.0,None
J-power usa,34609.0,None
Order of saint benedict/saint john's university,27373.0,None
Usg corporation,381526.0,None
Ventura regional sanitation district,109717.74,None
City of oxnard,36923.37,None
P h glatfelter company - chillicothe facility,793793.0,None
Joy global,12114.0,Joy global
Joy global inc,1076.0,None
P.h. glatfelter,894425.0,None
Monsanto,203817.0,None
Pacific coast building products,41863.0,None
Pacific coast producers,43249.0,None
"Aventine renewable energy, inc.",524975.0,None
Pacific ethanol holding co,85939.20000000001,None
Packaging corporation of america,907003.0,None
Us enrichment corporation,79823.0,None
"City of painesville, ohio",111462.0,None
Panhandle eastern pipe line company,732496.0,None
Panhandle eastern pipeline company,198173.0,None
"Paperworks industries, inc.",112612.0,None
Campbell soup compnay,37399.0,None
Parkchester south condominium,44341.0,None
Petrobras usa,813474.0,None
Passaic valley sewerage commissioners,24828.0,None
"Mincorp, inc.",29410.0,None
"Potash holding company, inc.",3852846.0,None
"Pcs nitrogen ohio, l.p.",1096913.0,None
"Olympus power, llc.",130583.0,None
"South texas electric cooperative, inc.",209224.0,None
Southern union company,18763.0,None
"Pelican refining company, llc",2908.0,None
The pennsylvania state university,214493.0,None
Set perc investment llc,54028.2,None
"Joint solid waste disposal board, city and county of peoria",139322.0,None
Escambia county board of county commissioners,243747.0,None
Perdue farms inc.,104403.0,None
Perdue farms inc,55318.0,None
Sun capital,29493.0,None
Perry ridge landfill,32859.0,None
Peru utilities,69.0,None
"Pete lien & sons, inc.",216515.0,None
"Cfs group disposal and recycling services, llc",37068.0,None
Arctic slope regional corporation,828.0,None
Arctic slope regional corporations,52144.0,None
Pacific gas and electric company,1881517.0,None
"Pfizer, inc.",255826.0,None
"Altria group, inc.",183880.0,None
Conocophillips co,1756063.0,None
Pike sanitation inc.,69360.0,None
"Pilkington holdings, inc.",294052.0,None
"Pilkington holdings, inc",97103.0,None
"Pine lake corn processors, lllp",48751.0,None
Pinellas county board of county commissioners,550483.0,None
Pinnacle ethanol llc d/b/a poet biorefining - corning,103703.0,None
"Charles county, md",1938.0,None
Pittsburgh corning corporation,35598.0,None
"Pittsburgh glass works, llc",161763.0,None
Placid refining co llc,596813.0,None
Crosstex energy services lp,113697.0,None
Plains exploration& production company,78625.0,None
Planis exploration & production company,31721.0,None
City of mount pleasant,88328.0,None
Pmc group,91713.0,None
"Project orange associates, llc",73573.0,None
Horizon ethanol dba poet biorefining-jewell,87034.0,None
"Missouri ethanol, llc d/b/a poet biorefining - laddonia",59903.0,None
Summit ethanol dba poet biorefining - leipsic,106152.0,None
Frontier ethanol dba poet biorefining- gowrie,97743.0,None
North manchester ethanol d/b/a poet biorefining,96860.0,None
"Poet research center, inc.",17617.0,None
"Formosa hydrocarbons company, inc.",44884.0,None
"Polartec, llc",26279.0,None
"Polk county, tx",54302.0,None
Blue earth county environmental services,29428.0,None
Port townsend paper corporation,109005.0,None
"Ralcorp holdings, inc.",42386.0,None
"Potrero hills landfill, inc.",211944.0,None
"Ppg industries, inc",14265.0,None
"Ppg industries, inc.",93595.0,None
Pq corporation,239453.0,None
Puerto rico electric power authority,3199043.0,None
Prairie ethanol llc dba poet biorefining,99751.0,None
Prairie power inc,75693.0,None
Prairie state energy campus management company,326.0,None
Will county,202859.0,None
Pratt industries,19264.0,None
Pratt industries usa,105507.0,None
"Praxair, inc.",2258776.0,None
"Praxair, inc",550549.0,None
Preble county board of commissioners,55444.0,None
Premier ethanol,98376.0,None
"Prince george's county government, department of environmental resources, waste management division",297137.0,None
"Prince william county, public works department, solid waste division",71784.0,None
"Pro-corn, llc",44163.0,None
Kobe steel usa inc.,35186.5,None
"Uss galvanizing, inc.",35186.5,None
The procter & gamble company,1232636.0,None
The procter & gamble paper products company,304901.0,None
"Caterpillar, inc.",28164.0,None
Solae llc,102608.0,None
City of pulaski public works,7073.0,None
Pursue energy corp.,37516.0,None
Putnam couny bocc,68367.0,None
Breitburn energy company lp,36099.0,None
Aventine renewable energy,81718.0,None
"Reynolds group holdings, inc.",32939.0,None
Lg&e and ku energy,8732.0,None
Paducah power system,23787.0,None
Panoche energy center llc,110256.0,None
Panther creek partners,978495.0,None
Dsm pharmaceutical products,32319.0,None
Pbf energy,1650759.0,None
Pedricktown cogeneration co. lp,82502.0,None
Enterprise products operating lp,69728.0,None
City of pella,90967.0,None
Pollution control financing authority of camden county,57307.0,None
Bioenergy holdings llc,166303.0,None
Bionol clearfield holdco llc,166303.0,None
Pfizer inc,120888.0,None
Pfizer,54848.0,None
"Sunoco, inc",4606243.0,None
Philips electronics north american corp.,43460.0,None
Canyon county solid waste department,71384.0,None
Pike county fiscal court department of solid waste,48849.0,None
Pilkington holdings inc.,181717.0,None
Four-s oil company,392192.0,None
Pinelawn power llc,87791.0,None
Colmac clarion,308023.0,None
"Enterprise products operating, l.p.",35317.0,None
", inc [registered agent: the corporation trust company of nevada]",92481.0,None
"Pixley cogen partners, llc",63237.0,None
Venoco inc.,63708.0,None
Municipal energy agency of mississippi,117714.42,None
Plymouth energy llc.,75807.0,None
Polk county board of county commissioners,375180.0,None
Oklahoma municipal power authority,20388.0,None
City of ponca city,39818.0,None
Municipality of ponce,136820.0,None
National grid port jefferson energy center llc,393448.0,None
Portland general electric,1024224.0,Portland general electric co
"Dairiconcepts, llc",29830.0,None
Braintree electric light department,66411.0,None
Greenville electric utility system,37160.0,None
Pratt industries llc,94105.0,None
"Praxair,inc",1016027.0,None
Integrys energy group inc,7146793.04,None
Val verde gas gathering company l.p.,27994.0,None
State of indiana,431997.0,None
"Tr-state generation and transmission association, inc.",33043.0,None
"Waste connections, inc",91253.0,None
Quad county corn processors,41517.0,None
Qualcomm incorporated,26940.0,None
Mayor and city council of baltimore,146410.0,None
"Eco bat indiana, llc",51036.0,None
"Quad/graphics, inc.",55794.0,None
Atlantic power corporation,301056.0,None
"Atlantic power holdings, inc.",124729.0,None
"Quemetco west, llc",49012.0,None
Lifespan,49520.0,None
Reynolds american inc.,53829.0,None
Rain cii carbon llc,791800.0,None
The kraft group,89115.0,None
"600 land, inc",426206.0,None
City of rapid city,52124.0,None
"Rayonier, inc",26331.0,None
Rayonier performance fibers llc,174491.0,None
Rec silicon inc,163436.0,None
"Recast energy, llc",52322.0,None
Recology,143352.0,None
Teck american incorporated,146813.0,None
Us department of the army,48527.0,None
Red trail energy llc,175647.0,None
"Redfield energy, llc",69562.0,None
Tesoro corporation,6200678.0,None
Ecomaine,57249.0,None
Frederick county board of county commissioners,88433.0,None
Reno county,146893.0,None
Republic paperboard co,53573.0,None
Republic engineered products llc,72738.0,None
Ecobat,60381.0,None
Severstal sparrows point llc,2114042.0,None
"Rg steel, llc",3006831.0,None
Rhode island resource recovery corporation,264556.0,None
Rice county,47802.0,None
"Riceland foods, inc.",31037.0,None
Richfield landfill inc.,166775.0,None
County of monroe,178715.0,None
Rio bravo jasmin,333455.0,None
Rio bravo poso,346115.0,None
River birch inc.,441186.0,None
City of riverview,288870.0,None
"Titan america, llc",1139683.0,None
"Steel dynamics, inc.",137547.0,None
Tyson foods inc.,143426.0,None
Robeson county,64492.0,None
Rochester district heating cooperative,28412.0,None
Rockingham county,86599.0,None
Rock-tenn company,2677587.0,None
Rocky mountain bottle company llc,84357.0,None
Waste corporation of america,162219.0,None
"Rolls-royce north america holdings, inc.",33090.0,None
"Roquette america, inc.",543278.0,None
Rosboro llc,1372.0,None
Flakeboard america limited,34981.0,None
Douglas county public works,88515.0,None
Washington county commissioners,61499.0,None
"Rowan county, north carolina",74736.0,None
Rowan university,34538.0,None
City of jacksonville,102871.0,None
Rubicon llc,59132.0,None
"Rumpke of kentucky, inc.",216032.0,None
"Rumpke waste, inc",94219.0,None
